ID number,Word,Part of Speech,CEFR,Points
1701.0,bacon,Noun,“A2”,5.0
1702.0,sock,Noun,“A2”,5.0
1703.0,ham,Noun,“A2”,5.0
1704.0,sixty,Number,“A2”,5.0
1705.0,seventy,Number,“A2”,5.0
1706.0,eighty,Number,“A2”,5.0
1707.0,ninety,Number,“A2”,5.0
1708.0,seventeen,Number,“A2”,5.0
1709.0,nineteen,Number,“A2”,5.0
1710.0,service,Noun,“B1”,4.0
1711.0,however,Adverb,“B1”,4.0
1712.0,within,Preposition,“B1”,4.0
1713.0,available,Adjective,“B1”,4.0
1714.0,local,Adjective,“B1”,4.0
1715.0,develop,Verb,“B1”,4.0
1716.0,issue,Noun,“B1”,4.0
1717.0,level,Noun,“B1”,4.0
1718.0,lead,Verb,“B1”,4.0
1719.0,require,Verb,“B1”,4.0
1720.0,development,Noun,“B1”,4.0
1721.0,form,Noun,“B1”,4.0
1722.0,result,Noun,“B1”,4.0
1723.0,involve,Verb,“B1”,4.0
1724.0,detail,Noun,“B1”,4.0
1725.0,further,Adjective,“B1”,4.0
1726.0,receive,Verb,“B1”,4.0
1727.0,event,Noun,“B1”,4.0
1728.0,support,Verb,“B1”,4.0
1729.0,experience,Noun,“B1”,4.0
1730.0,create,Verb,“B1”,4.0
1731.0,base,Verb,“B1”,4.0
1732.0,project,Noun,“B1”,4.0
1733.0,range,Noun,“B1”,4.0
1734.0,term,Noun,“B1”,4.0
1735.0,consider,Verb,“B1”,4.0
1736.0,support,Noun,“B1”,4.0
1737.0,process,Noun,“B1”,4.0
1738.0,produce,Verb,“B1”,4.0
1739.0,research,Noun,“B1”,4.0
1740.0,community,Noun,“B1”,4.0
1741.0,activity,Noun,“B1”,4.0
1742.0,government,Noun,“B1”,4.0
1743.0,appear,Verb,“B1”,4.0
1744.0,remain,Verb,“B1”,4.0
1745.0,public,Adjective,“B1”,4.0
1746.0,increase,Verb,“B1”,4.0
1747.0,staff,Noun,“B1”,4.0
1748.0,study,Noun,“B1”,4.0
1749.0,quality,Noun,“B1”,4.0
1750.0,several,Adjective,“B1”,4.0
1751.0,report,Noun,“B1”,4.0
1752.0,particular,Adjective,“B1”,4.0
1753.0,current,Adjective,“B1”,4.0
1754.0,link,Noun,“B1”,4.0
1755.0,effect,Noun,“B1”,4.0
1756.0,major,Adjective,“B1”,4.0
1757.0,role,Noun,“B1”,4.0
1758.0,period,Noun,“B1”,4.0
1759.0,section,Noun,“B1”,4.0
1760.0,material,Noun,“B1”,4.0
1761.0,practice,Noun,“B1”,4.0
1762.0,access,Noun,“B1”,4.0
1763.0,value,Noun,“B1”,4.0
1764.0,policy,Noun,“B1”,4.0
1765.0,condition,Noun,“B1”,4.0
1766.0,application,Noun,“B1”,4.0
1767.0,due,Adjective,“B1”,4.0
1768.0,contact,Noun,“B1”,4.0
1769.0,product,Noun,“B1”,4.0
1770.0,data,Noun,“B1”,4.0
1771.0,skill,Noun,“B1”,4.0
1772.0,training,Noun,“B1”,4.0
1773.0,management,Noun,“B1”,4.0
1774.0,source,Noun,“B1”,4.0
1775.0,various,Adjective,“B1”,4.0
1776.0,design,Verb,“B1”,4.0
1777.0,reduce,Verb,“B1”,4.0
1778.0,raise,Verb,“B1”,4.0
1779.0,state,Noun,“B1”,4.0
1780.0,achieve,Verb,“B1”,4.0
1781.0,social,Adjective,“B1”,4.0
1782.0,return,Verb,“B1”,4.0
1783.0,approach,Noun,“B1”,4.0
1784.0,personal,Adjective,“B1”,4.0
1785.0,resource,Noun,“B1”,4.0
1786.0,throughout,Preposition,“B1”,4.0
1787.0,identify,Verb,“B1”,4.0
1788.0,benefit,Noun,“B1”,4.0
1789.0,performance,Noun,“B1”,4.0
1790.0,recent,Adjective,“B1”,4.0
1791.0,contact,Verb,“B1”,4.0
1792.0,design,Noun,“B1”,4.0
1793.0,relate,Verb,“B1”,4.0
1794.0,knowledge,Noun,“B1”,4.0
1795.0,industry,Noun,“B1”,4.0
1796.0,final,Adjective,“B1”,4.0
1797.0,environment,Noun,“B1”,4.0
1798.0,appropriate,Adjective,“B1”,4.0
1799.0,encourage,Verb,“B1”,4.0
1800.0,article,Noun,“B1”,4.0
1801.0,report,Verb,“B1”,4.0
1802.0,series,Noun,“B1”,4.0
1803.0,standard,Noun,“B1”,4.0
1804.0,method,Noun,“B1”,4.0
1805.0,simply,Adverb,“B1”,4.0
1806.0,form,Verb,“B1”,4.0
1807.0,purpose,Noun,“B1”,4.0
1808.0,individual,Adjective,“B1”,4.0
1809.0,subject,Noun,“B1”,4.0
1810.0,click,Noun,“B1”,4.0
1811.0,evidence,Noun,“B1”,4.0
1812.0,discuss,Verb,“B1”,4.0
1813.0,specific,Adjective,“B1”,4.0
1814.0,feature,Noun,“B1”,4.0
1815.0,facility,Noun,“B1”,4.0
1816.0,represent,Verb,“B1”,4.0
1817.0,future,Noun,“B1”,4.0
1818.0,exist,Verb,“B1”,4.0
1819.0,introduce,Verb,“B1”,4.0
1820.0,image,Noun,“B1”,4.0
1821.0,option,Noun,“B1”,4.0
1822.0,previous,Adjective,“B1”,4.0
1823.0,version,Noun,“B1”,4.0
1824.0,century,Noun,“B1”,4.0
1825.0,international,Adjective,“B1”,4.0
1826.0,basis,Noun,“B1”,4.0
1827.0,risk,Noun,“B1”,4.0
1828.0,review,Noun,“B1”,4.0
1829.0,scheme,Noun,“B1”,4.0
1830.0,aspect,Noun,“B1”,4.0
1831.0,return,Noun,“B1”,4.0
1832.0,nature,Noun,“B1”,4.0
1833.0,operate,Verb,“B1”,4.0
1834.0,third,Number,“B1”,4.0
1835.0,individual,Noun,“B1”,4.0
1836.0,authority,Noun,“B1”,4.0
1837.0,aim,Verb,“B1”,4.0
1838.0,variety,Noun,“B1”,4.0
1839.0,attend,Verb,“B1”,4.0
1840.0,structure,Noun,“B1”,4.0
1841.0,whilst,Conjunction,“B1”,4.0
1842.0,via,Preposition,“B1”,4.0
1843.0,document,Noun,“B1”,4.0
1844.0,concern,Verb,“B1”,4.0
1845.0,effective,Adjective,“B1”,4.0
1846.0,reference,Noun,“B1”,4.0
1847.0,future,Adjective,“B1”,4.0
1848.0,further,Adverb,“B1”,4.0
1849.0,regard,Verb,“B1”,4.0
1850.0,fully,Adverb,“B1”,4.0
1851.0,recognise,Verb,“B1”,4.0
1852.0,concern,Noun,“B1”,4.0
1853.0,professional,Adjective,“B1”,4.0
1854.0,production,Noun,“B1”,4.0
1855.0,finally,Adverb,“B1”,4.0
1856.0,refer,Verb,“B1”,4.0
1857.0,remove,Verb,“B1”,4.0
1858.0,responsibility,Noun,“B1”,4.0
1859.0,force,Noun,“B1”,4.0
1860.0,collection,Noun,“B1”,4.0
1861.0,sector,Noun,“B1”,4.0
1862.0,perform,Verb,“B1”,4.0
1863.0,financial,Adjective,“B1”,4.0
1864.0,item,Noun,“B1”,4.0
1865.0,determine,Verb,“B1”,4.0
1866.0,clearly,Adverb,“B1”,4.0
1867.0,avoid,Verb,“B1”,4.0
1868.0,responsible,Adjective,“B1”,4.0
1869.0,occur,Verb,“B1”,4.0
1870.0,link,Verb,“B1”,4.0
1871.0,element,Noun,“B1”,4.0
1872.0,treatment,Noun,“B1”,4.0
1873.0,direct,Adjective,“B1”,4.0
1874.0,gain,Verb,“B1”,4.0
1875.0,aim,Noun,“B1”,4.0
1876.0,result,Verb,“B1”,4.0
1877.0,political,Adjective,“B1”,4.0
1878.0,understanding,Noun,“B1”,4.0
1879.0,recommend,Verb,“B1”,4.0
1880.0,function,Noun,“B1”,4.0
1881.0,career,Noun,“B1”,4.0
1882.0,region,Noun,“B1”,4.0
1883.0,view,Verb,“B1”,4.0
1884.0,introduction,Noun,“B1”,4.0
1885.0,prevent,Verb,“B1”,4.0
1886.0,annual,Adjective,“B1”,4.0
1887.0,title,Noun,“B1”,4.0
1888.0,protect,Verb,“B1”,4.0
1889.0,factor,Noun,“B1”,4.0
1890.0,indicate,Verb,“B1”,4.0
1891.0,intend,Verb,“B1”,4.0
1892.0,traditional,Adjective,“B1”,4.0
1893.0,select,Verb,“B1”,4.0
1894.0,safety,Noun,“B1”,4.0
1895.0,legal,Adjective,“B1”,4.0
1896.0,extend,Verb,“B1”,4.0
1897.0,feature,Verb,“B1”,4.0
1898.0,welcome,Verb,“B1”,4.0
1899.0,practical,Adjective,“B1”,4.0
1900.0,statement,Noun,“B1”,4.0
1901.0,loss,Noun,“B1”,4.0
1902.0,relation,Noun,“B1”,4.0
1903.0,conference,Noun,“B1”,4.0
1904.0,independent,Adjective,“B1”,4.0
1905.0,search,Noun,“B1”,4.0
1906.0,rise,Verb,“B1”,4.0
1907.0,movement,Noun,“B1”,4.0
1908.0,culture,Noun,“B1”,4.0
1909.0,experience,Verb,“B1”,4.0
1910.0,public,Noun,“B1”,4.0
1911.0,contribution,Noun,“B1”,4.0
1912.0,procedure,Noun,“B1”,4.0
1913.0,positive,Adjective,“B1”,4.0
1914.0,population,Noun,“B1”,4.0
1915.0,advantage,Noun,“B1”,4.0
1916.0,campaign,Noun,“B1”,4.0
1917.0,guide,Noun,“B1”,4.0
1918.0,target,Noun,“B1”,4.0
1919.0,director,Noun,“B1”,4.0
1920.0,increase,Noun,“B1”,4.0
1921.0,demand,Noun,“B1”,4.0
1922.0,visitor,Noun,“B1”,4.0
1923.0,supply,Verb,“B1”,4.0
1924.0,offer,Noun,“B1”,4.0
1925.0,base,Noun,“B1”,4.0
1926.0,release,Verb,“B1”,4.0
1927.0,context,Noun,“B1”,4.0
1928.0,announce,Verb,“B1”,4.0
1929.0,inform,Verb,“B1”,4.0
1930.0,specialist,Noun,“B1”,4.0
1931.0,state,Verb,“B1”,4.0
1932.0,confirm,Verb,“B1”,4.0
1933.0,lack,Noun,“B1”,4.0
1934.0,update,Verb,“B1”,4.0
1935.0,advise,Verb,“B1”,4.0
1936.0,active,Adjective,“B1”,4.0
1937.0,competition,Noun,“B1”,4.0
1938.0,delivery,Noun,“B1”,4.0
1939.0,program,Noun,“B1”,4.0
1940.0,trade,Noun,“B1”,4.0
1941.0,arrangement,Noun,“B1”,4.0
1942.0,patient,Noun,“B1”,4.0
1943.0,worker,Noun,“B1”,4.0
1944.0,behaviour,Noun,“B1”,4.0
1945.0,majority,Noun,“B1”,4.0
1946.0,cause,Noun,“B1”,4.0
1947.0,adult,Noun,“B1”,4.0
1948.0,topic,Noun,“B1”,4.0
1949.0,primary,Adjective,“B1”,4.0
1950.0,concept,Noun,“B1”,4.0
1951.0,agreement,Noun,“B1”,4.0
1952.0,previously,Adverb,“B1”,4.0
1953.0,scene,Noun,“B1”,4.0
1954.0,medical,Adjective,“B1”,4.0
1955.0,opinion,Noun,“B1”,4.0
1956.0,consist,Verb,“B1”,4.0
1957.0,employ,Verb,“B1”,4.0
1958.0,implement,Verb,“B1”,4.0
1959.0,presentation,Noun,“B1”,4.0
1960.0,fee,Noun,“B1”,4.0
1961.0,payment,Noun,“B1”,4.0
1962.0,force,Verb,“B1”,4.0
1963.0,claim,Noun,“B1”,4.0
1964.0,investment,Noun,“B1”,4.0
1965.0,planning,Noun,“B1”,4.0
1966.0,share,Noun,“B1”,4.0
1967.0,act,Noun,“B1”,4.0
1968.0,duty,Noun,“B1”,4.0
1969.0,connect,Verb,“B1”,4.0
1970.0,strength,Noun,“B1”,4.0
1971.0,limit,Verb,“B1”,4.0
1972.0,disease,Noun,“B1”,4.0
1973.0,conduct,Verb,“B1”,4.0
1974.0,scale,Noun,“B1”,4.0
1975.0,vehicle,Noun,“B1”,4.0
1976.0,etc,Abbreviation,“B1”,4.0
1977.0,volume,Noun,“B1”,4.0
1978.0,possibility,Noun,“B1”,4.0
1979.0,institution,Noun,“B1”,4.0
1980.0,object,Noun,“B1”,4.0
1981.0,academic,Adjective,“B1”,4.0
1982.0,instance,Noun,“B1”,4.0
1983.0,engage,Verb,“B1”,4.0
1984.0,code,Noun,“B1”,4.0
1985.0,extensive,Adjective,“B1”,4.0
1986.0,date,Verb,“B1”,4.0
1987.0,attack,Noun,“B1”,4.0
1988.0,register,Verb,“B1”,4.0
1989.0,order,Verb,“B1”,4.0
1990.0,consultation,Noun,“B1”,4.0
1991.0,transport,Noun,“B1”,4.0
1992.0,enhance,Verb,“B1”,4.0
1993.0,occasion,Noun,“B1”,4.0
1994.0,confidence,Noun,“B1”,4.0
1995.0,travel,Noun,“B1”,4.0
1996.0,emerge,Verb,“B1”,4.0
1997.0,priority,Noun,“B1”,4.0
1998.0,tour,Noun,“B1”,4.0
1999.0,influence,Noun,“B1”,4.0
2000.0,accommodation,Noun,“B1”,4.0
2001.0,cultural,Adjective,“B1”,4.0
2002.0,extent,Noun,“B1”,4.0
2003.0,trial,Noun,“B1”,4.0
2004.0,broad,Adjective,“B1”,4.0
2005.0,database,Noun,“B1”,4.0
2006.0,presence,Noun,“B1”,4.0
2007.0,regional,Adjective,“B1”,4.0
2008.0,charity,Noun,“B1”,4.0
2009.0,amongst,Preposition,“B1”,4.0
2010.0,component,Noun,“B1”,4.0
2011.0,monitor,Verb,“B1”,4.0
2012.0,economy,Noun,“B1”,4.0
2013.0,membership,Noun,“B1”,4.0
2014.0,regularly,Adverb,“B1”,4.0
2015.0,related,Adjective,“B1”,4.0
2016.0,daily,Adjective,“B1”,4.0
2017.0,manner,Noun,“B1”,4.0
2018.0,comment,Verb,“B1”,4.0
2019.0,participate,Verb,“B1”,4.0
2020.0,measure,Verb,“B1”,4.0
2021.0,limit,Noun,“B1”,4.0
2022.0,unable,Adjective,“B1”,4.0
2023.0,increasingly,Adverb,“B1”,4.0
2024.0,search,Verb,“B1”,4.0
2025.0,awareness,Noun,“B1”,4.0
2026.0,approach,Verb,“B1”,4.0
2027.0,considerable,Adjective,“B1”,4.0
2028.0,species,Noun,“B1”,4.0
2029.0,vital,Adjective,“B1”,4.0
2030.0,fear,Noun,“B1”,4.0
2031.0,housing,Noun,“B1”,4.0
2032.0,legislation,Noun,“B1”,4.0
2033.0,sample,Noun,“B1”,4.0
2034.0,provider,Noun,“B1”,4.0
2035.0,crime,Noun,“B1”,4.0
2036.0,framework,Noun,“B1”,4.0
2037.0,average,Adjective,“B1”,4.0
2038.0,pupil,Noun,“B1”,4.0
2039.0,formal,Adjective,“B1”,4.0
2040.0,nation,Noun,“B1”,4.0
2041.0,editor,Noun,“B1”,4.0
2042.0,suggestion,Noun,“B1”,4.0
2043.0,senior,Adjective,“B1”,4.0
2044.0,corporate,Adjective,“B1”,4.0
2045.0,transfer,Verb,“B1”,4.0
2046.0,vision,Noun,“B1”,4.0
2047.0,creation,Noun,“B1”,4.0
2048.0,conclude,Verb,“B1”,4.0
2049.0,venue,Noun,“B1”,4.0
2050.0,guest,Noun,“B1”,4.0
2051.0,implementation,Noun,“B1”,4.0
2052.0,edition,Noun,“B1”,4.0
2053.0,summary,Noun,“B1”,4.0
2054.0,grant,Verb,“B1”,4.0
2055.0,attach,Verb,“B1”,4.0
2056.0,print,Verb,“B1”,4.0
2057.0,tradition,Noun,“B1”,4.0
2058.0,consumer,Noun,“B1”,4.0
2059.0,perspective,Noun,“B1”,4.0
2060.0,rise,Noun,“B1”,4.0
2061.0,expertise,Noun,“B1”,4.0
2062.0,widely,Adverb,“B1”,4.0
2063.0,alongside,Preposition,“B1”,4.0
2064.0,achievement,Noun,“B1”,4.0
2065.0,elsewhere,Adverb,“B1”,4.0
2066.0,decade,Noun,“B1”,4.0
2067.0,acquire,Verb,“B1”,4.0
2068.0,assistance,Noun,“B1”,4.0
2069.0,creative,Adjective,“B1”,4.0
2070.0,winner,Noun,“B1”,4.0
2071.0,learning,Noun,“B1”,4.0
2072.0,accessible,Adjective,“B1”,4.0
2073.0,qualify,Verb,“B1”,4.0
2074.0,tackle,Verb,“B1”,4.0
2075.0,candidate,Noun,“B1”,4.0
2076.0,comprise,Verb,“B1”,4.0
2077.0,foreign,Adjective,“B1”,4.0
2078.0,scientific,Adjective,“B1”,4.0
2079.0,accompany,Verb,“B1”,4.0
2080.0,maintenance,Noun,“B1”,4.0
2081.0,battle,Noun,“B1”,4.0
2082.0,grant,Noun,“B1”,4.0
2083.0,largely,Adverb,“B1”,4.0
2084.0,rare,Adjective,“B1”,4.0
2085.0,total,Noun,“B1”,4.0
2086.0,mobile,Adjective,“B1”,4.0
2087.0,prior,Adjective,“B1”,4.0
2088.0,danger,Noun,“B1”,4.0
2089.0,present,Noun,“B1”,4.0
2090.0,marketing,Noun,“B1”,4.0
2091.0,mechanism,Noun,“B1”,4.0
2092.0,appeal,Noun,“B1”,4.0
2093.0,finding,Noun,“B1”,4.0
2094.0,industrial,Adjective,“B1”,4.0
2095.0,familiar,Adjective,“B1”,4.0
2096.0,helpful,Adjective,“B1”,4.0
2097.0,contemporary,Adjective,“B1”,4.0
2098.0,participant,Noun,“B1”,4.0
2099.0,copyright,Noun,“B1”,4.0
2100.0,celebrate,Verb,“B1”,4.0
2101.0,criterion,Noun,“B1”,4.0
2102.0,panel,Noun,“B1”,4.0
2103.0,organisational,Adjective,“B1”,4.0
2104.0,researcher,Noun,“B1”,4.0
2105.0,successfully,Adverb,“B1”,4.0
2106.0,involvement,Noun,“B1”,4.0
2107.0,freedom,Noun,“B1”,4.0
2108.0,construct,Verb,“B1”,4.0
2109.0,flight,Noun,“B1”,4.0
2110.0,emphasis,Noun,“B1”,4.0
2111.0,initially,Adverb,“B1”,4.0
2112.0,religious,Adjective,“B1”,4.0
2113.0,enquiry,Noun,“B1”,4.0
2114.0,qualification,Noun,“B1”,4.0
2115.0,distribute,Verb,“B1”,4.0
2116.0,forum,Noun,“B1”,4.0
2117.0,oppose,Verb,“B1”,4.0
2118.0,conflict,Noun,“B1”,4.0
2119.0,atmosphere,Noun,“B1”,4.0
2120.0,convert,Verb,“B1”,4.0
2121.0,print,Noun,“B1”,4.0
2122.0,download,Verb,“B1”,4.0
2123.0,literature,Noun,“B1”,4.0
2124.0,multiple,Adjective,“B1”,4.0
2125.0,military,Adjective,“B1”,4.0
2126.0,evaluation,Noun,“B1”,4.0
2127.0,efficient,Adjective,“B1”,4.0
2128.0,agenda,Noun,“B1”,4.0
2129.0,supplier,Noun,“B1”,4.0
2130.0,download,Noun,“B1”,4.0
2131.0,satisfy,Verb,“B1”,4.0
2132.0,innovative,Adjective,“B1”,4.0
2133.0,clinical,Adjective,“B1”,4.0
2134.0,expression,Noun,“B1”,4.0
2135.0,flow,Noun,“B1”,4.0
2136.0,strategic,Adjective,“B1”,4.0
2137.0,platform,Noun,“B1”,4.0
2138.0,fourth,Number,“B1”,4.0
2139.0,specify,Verb,“B1”,4.0
2140.0,recognition,Noun,“B1”,4.0
2141.0,complaint,Noun,“B1”,4.0
2142.0,youth,Noun,“B1”,4.0
2143.0,incident,Noun,“B1”,4.0
2144.0,reaction,Noun,“B1”,4.0
2145.0,core,Adjective,“B1”,4.0
2146.0,maximum,Adjective,“B1”,4.0
2147.0,intention,Noun,“B1”,4.0
2148.0,capture,Verb,“B1”,4.0
2149.0,situate,Verb,“B1”,4.0
2150.0,birth,Noun,“B1”,4.0
2151.0,acknowledge,Verb,“B1”,4.0
2152.0,succeed,Verb,“B1”,4.0
2153.0,resolve,Verb,“B1”,4.0
2154.0,significantly,Adverb,“B1”,4.0
2155.0,defence,Noun,“B1”,4.0
2156.0,civil,Adjective,“B1”,4.0
2157.0,strongly,Adverb,“B1”,4.0
2158.0,accurate,Adjective,“B1”,4.0
2159.0,specialise,Verb,“B1”,4.0
2160.0,mode,Noun,“B1”,4.0
2161.0,facilitate,Verb,“B1”,4.0
2162.0,landscape,Noun,“B1”,4.0
2163.0,capable,Adjective,“B1”,4.0
2164.0,exclude,Verb,“B1”,4.0
2165.0,estimate,Verb,“B1”,4.0
2166.0,existence,Noun,“B1”,4.0
2167.0,inspire,Verb,“B1”,4.0
2168.0,subsequent,Adjective,“B1”,4.0
2169.0,pursue,Verb,“B1”,4.0
2170.0,desire,Noun,“B1”,4.0
2171.0,evaluate,Verb,“B1”,4.0
2172.0,politics,Noun,“B1”,4.0
2173.0,experiment,Noun,“B1”,4.0
2174.0,climate,Noun,“B1”,4.0
2175.0,restore,Verb,“B1”,4.0
2176.0,graduate,Noun,“B1”,4.0
2177.0,historic,Adjective,“B1”,4.0
2178.0,proud,Adjective,“B1”,4.0
2179.0,insight,Noun,“B1”,4.0
2180.0,participation,Noun,“B1”,4.0
2181.0,negative,Adjective,“B1”,4.0
2182.0,promotion,Noun,“B1”,4.0
2183.0,invest,Verb,“B1”,4.0
2184.0,competitive,Adjective,“B1”,4.0
2185.0,deny,Verb,“B1”,4.0
2186.0,fundamental,Adjective,“B1”,4.0
2187.0,diverse,Adjective,“B1”,4.0
2188.0,minimum,Adjective,“B1”,4.0
2189.0,classic,Adjective,“B1”,4.0
2190.0,collaboration,Noun,“B1”,4.0
2191.0,archive,Noun,“B1”,4.0
2192.0,mission,Noun,“B1”,4.0
2193.0,judgement,Noun,“B1”,4.0
2194.0,resolution,Noun,“B1”,4.0
2195.0,primarily,Adverb,“B1”,4.0
2196.0,interaction,Noun,“B1”,4.0
2197.0,contrast,Noun,“B1”,4.0
2198.0,impose,Verb,“B1”,4.0
2199.0,journal,Noun,“B1”,4.0
2200.0,pilot,Noun,“B1”,4.0
2201.0,server,Noun,“B1”,4.0
2202.0,hence,Adverb,“B1”,4.0
2203.0,establishment,Noun,“B1”,4.0
2204.0,interpretation,Noun,“B1”,4.0
2205.0,arrival,Noun,“B1”,4.0
2206.0,Christianity,Noun,“B1”,4.0
2207.0,chief,Adjective,“B1”,4.0
2208.0,Atlantic,Noun,“B1”,4.0
2209.0,integrate,Verb,“B1”,4.0
2210.0,availability,Noun,“B1”,4.0
2211.0,discipline,Noun,“B1”,4.0
2212.0,finance,Noun,“B1”,4.0
2213.0,derive,Verb,“B1”,4.0
2214.0,leadership,Noun,“B1”,4.0
2215.0,Egypt,Noun,“B1”,4.0
2216.0,Islamic,Adjective,“B1”,4.0
2217.0,entertainment,Noun,“B1”,4.0
2218.0,operator,Noun,“B1”,4.0
2219.0,Soviet,Adjective,“B1”,4.0
2220.0,sustainable,Adjective,“B1”,4.0
2221.0,justice,Noun,“B1”,4.0
2222.0,launch,Noun,“B1”,4.0
2223.0,heat,Noun,“B1”,4.0
2224.0,seminar,Noun,“B1”,4.0
2225.0,observation,Noun,“B1”,4.0
2226.0,loan,Noun,“B1”,4.0
2227.0,metal,Noun,“B1”,4.0
2228.0,ordinary,Adjective,“B1”,4.0
2229.0,disabled,Adjective,“B1”,4.0
2230.0,noise,Noun,“B1”,4.0
2231.0,coast,Noun,“B1”,4.0
2232.0,mix,Noun,“B1”,4.0
2233.0,surprise,Noun,“B1”,4.0
2234.0,minister,Noun,“B1”,4.0
2235.0,wave,Noun,“B1”,4.0
2236.0,storage,Noun,“B1”,4.0
2237.0,attack,Verb,“B1”,4.0
2238.0,talent,Noun,“B1”,4.0
2239.0,definitely,Adverb,“B1”,4.0
2240.0,severe,Adjective,“B1”,4.0
2241.0,wild,Adjective,“B1”,4.0
2242.0,beauty,Noun,“B1”,4.0
2243.0,superb,Adjective,“B1”,4.0
2244.0,dedicate,Verb,“B1”,4.0
2245.0,transform,Verb,“B1”,4.0
2246.0,sequence,Noun,“B1”,4.0
2247.0,command,Noun,“B1”,4.0
2248.0,certificate,Noun,“B1”,4.0
2249.0,parking,Noun,“B1”,4.0
2250.0,remote,Adjective,“B1”,4.0
2251.0,fuel,Noun,“B1”,4.0
2252.0,railway,Noun,“B1”,4.0
2253.0,step,Verb,“B1”,4.0
2254.0,bind,Verb,“B1”,4.0
2255.0,Muslim,Adjective,“B1”,4.0
2256.0,religion,Noun,“B1”,4.0
2257.0,Iran,Noun,“B1”,4.0
2258.0,judge,Verb,“B1”,4.0
2259.0,female,Adjective,“B1”,4.0
2260.0,soul,Noun,“B1”,4.0
2261.0,climb,Verb,“B1”,4.0
2262.0,cross,Noun,“B1”,4.0
2263.0,coach,Noun,“B1”,4.0
2264.0,pleasure,Noun,“B1”,4.0
2265.0,switch,Verb,“B1”,4.0
2266.0,Turkey,Noun,“B1”,4.0
2267.0,confident,Adjective,“B1”,4.0
2268.0,prospect,Noun,“B1”,4.0
2269.0,proceed,Verb,“B1”,4.0
2270.0,favour,Noun,“B1”,4.0
2271.0,guess,Verb,“B1”,4.0
2272.0,fashion,Noun,“B1”,4.0
2273.0,variation,Noun,“B1”,4.0
2274.0,medicine,Noun,“B1”,4.0
2275.0,deserve,Verb,“B1”,4.0
2276.0,crisis,Noun,“B1”,4.0
2277.0,illness,Noun,“B1”,4.0
2278.0,Indian,Noun,“B1”,4.0
2279.0,whereas,Conjunction,“B1”,4.0
2280.0,vote,Verb,“B1”,4.0
2281.0,reply,Noun,“B1”,4.0
2282.0,roof,Noun,“B1”,4.0
2283.0,cope,Verb,“B1”,4.0
2284.0,museum,Noun,“B1”,4.0
2285.0,army,Noun,“B1”,4.0
2286.0,hardly,Adverb,“B1”,4.0
2287.0,sum,Noun,“B1”,4.0
2288.0,labour,Noun,“B1”,4.0
2289.0,calculate,Verb,“B1”,4.0
2290.0,victory,Noun,“B1”,4.0
2291.0,cancer,Noun,“B1”,4.0
2292.0,citizen,Noun,“B1”,4.0
2293.0,general,Noun,“B1”,4.0
2294.0,mix,Verb,“B1”,4.0
2295.0,thinking,Noun,“B1”,4.0
2296.0,predict,Verb,“B1”,4.0
2297.0,question,Verb,“B1”,4.0
2298.0,painting,Noun,“B1”,4.0
2299.0,reply,Verb,“B1”,4.0
2300.0,relief,Noun,“B1”,4.0
2301.0,designer,Noun,“B1”,4.0
2302.0,constantly,Adverb,“B1”,4.0
2303.0,escape,Verb,“B1”,4.0
2304.0,replacement,Noun,“B1”,4.0
2305.0,nevertheless,Adverb,“B1”,4.0
2306.0,revise,Verb,“B1”,4.0
2307.0,weapon,Noun,“B1”,4.0
2308.0,district,Noun,“B1”,4.0
2309.0,tough,Adjective,“B1”,4.0
2310.0,studio,Noun,“B1”,4.0
2311.0,alter,Verb,“B1”,4.0
2312.0,slowly,Adverb,“B1”,4.0
2313.0,taste,Noun,“B1”,4.0
2314.0,border,Noun,“B1”,4.0
2315.0,vote,Noun,“B1”,4.0
2316.0,packed,Adjective,“B1”,4.0
2317.0,passenger,Noun,“B1”,4.0
2318.0,advertising,Noun,“B1”,4.0
2319.0,struggle,Verb,“B1”,4.0
2320.0,hopefully,Adverb,“B1”,4.0
2321.0,mount,Verb,“B1”,4.0
2322.0,yet,Conjunction,“B1”,4.0
2323.0,opposition,Noun,“B1”,4.0
2324.0,supporter,Noun,“B1”,4.0
2325.0,farmer,Noun,“B1”,4.0
2326.0,producer,Noun,“B1”,4.0
2327.0,retire,Verb,“B1”,4.0
2328.0,enemy,Noun,“B1”,4.0
2329.0,locally,Adverb,“B1”,4.0
2330.0,defend,Verb,“B1”,4.0
2331.0,metre,Noun,“B1”,4.0
2332.0,statistics,Noun,“B1”,4.0
2333.0,roll,Verb,“B1”,4.0
2334.0,upper,Adjective,“B1”,4.0
2335.0,yard,Noun,“B1”,4.0
2336.0,violence,Noun,“B1”,4.0
2337.0,nurse,Noun,“B1”,4.0
2338.0,overcome,Verb,“B1”,4.0
2339.0,savings,Noun,“B1”,4.0
2340.0,rating,Noun,“B1”,4.0
2341.0,impression,Noun,“B1”,4.0
2342.0,hearing,Noun,“B1”,4.0
2343.0,German,Noun,“B1”,4.0
2344.0,warning,Noun,“B1”,4.0
2345.0,column,Noun,“B1”,4.0
2346.0,reserve,Verb,“B1”,4.0
2347.0,witness,Noun,“B1”,4.0
2348.0,progress,Verb,“B1”,4.0
2349.0,abroad,Adverb,“B1”,4.0
2350.0,perfectly,Adverb,“B1”,4.0
2351.0,directory,Noun,“B1”,4.0
2352.0,label,Noun,“B1”,4.0
